user_id	user_name	follower	following	tweet	date
phys27_	うわばき	153	127	[gr-qc/9405057] General relativity as an effective field theory: The leading quantum corrections  これですかね https://t.co/bXNZDPKgEl	2019-07-09 00:36:03
KSKSKSKS2	katsugeneration	178	445	文字やウォーターマークなどが挿入されている画像から、どのような物体が挿入されているかの情報無しで元画像を復元するBlind Motif Removalのタスクで、半透明なモチーフや複数のモチーフの除去を行える手法を提案。 https://t.co/iDrfYntLUz https://t.co/G4ovg1vmL5	2019-07-09 00:16:53
takekujira_	野口篤史	368	92	おおー。 https://t.co/yq26oz2Z60	2019-07-09 00:11:31
IxtlanJourney	ixtlan journey	48	422	バニラLSTMのgateの値は、実は0から1の間にブロードに分布している。そこで、gateにGumbel-Softmaxを用いて0か1に近づく様にする。精度が落ちず、圧縮が容易になる。  Towards Binary-Valued Gates for Robust LSTM Training https://t.co/bbJ0FYscB6	2019-07-08 23:56:46
cygnusgm	アルミニ	367	901	@kafukanoochan @UFOprofessor @gigazine arXivのプレプリント Submitted on 9 Nov 2018 https://t.co/DZ9p1JZB2W  Applied Optics誌も2018年11月号なので、内容はほぼ変わってないのかな？ Gigazineに載っている、あの凄まじい数式は見当たりません。	2019-07-08 23:41:43
myaunraitau	まうん	242	258	代名詞コンペの1stソリューションのACL論文が公開されてたので読んでる https://t.co/cK0GPqLNoo	2019-07-08 23:31:06
kuto_bopro	きょうへい	67	86	1日1論文の3本目 Improved Technique for Training GANs  GANを効果的に学習するためのテクニックがいくつか紹介されており非常に参考になる論文  理解度は半分くらい。  https://t.co/yFNLgLdXRa	2019-07-08 21:17:41
re_hako_moon	はこつき＠VR	50	57	https://t.co/BN4UAOUONM Quantization-interval-learningの提案。NNの量子化を学習可能にすることで、精度を維持したまま省ビットなネットワークを実現した。入力の変化に応じた量子化間隔＆変化が激しい箇所に量子化の中心を移動するように学習する。	2019-07-08 20:39:40
Ay18OS18	まな板の上の鱸	55	51	action！ってこと？  [1907.02550] 4321... axion! https://t.co/ZAk4q1Z5QH	2019-07-08 19:51:44
masashi162	masashi16	83	129	PFNが以前出してた論文(https://t.co/XDDZwTmqrM)との違いって何なんだろう。考え方はとても似ている気がする。 Deep Graph Infomaxもそうだったけど、グローバルな情報をGNNにどのようにして付与するかが重要な気がする。	2019-07-08 19:19:25
masashi162	masashi16	83	129	[論文メモ] GraphStar: https://t.co/o4vci6bhVP https://t.co/o82hYoIqR2 GNNが層を重ね過ぎると、表現が一様になってしまう問題に対して、大域的な情報を持つstar(ノード)を導入。GNNは局所的な情報しか取り込まないが、starを通して、大域的な情報を取り込むことを提案。複数のタスクでSOTA。	2019-07-08 19:18:19
Kazk1018	Kazk1018	317	294	アルゴリズムによる採用候補者のスクリーニングにおけるバイアスに関する論文  https://t.co/tn3CwX6geP	2019-07-08 18:31:57
naoki_shigehisa	しげ@プログラミング勉強中	59	165	https://t.co/3nAsD64Kj1 読んでみる。 ((英語苦手...	2019-07-08 18:04:40
colomatico	ｺﾛﾏﾁｺ	152	312	[1811.03792v1] Rigorous analytical formula for freeform singlet lens design free of spherical aberration  あーかいぶ https://t.co/qu4JkJWcit	2019-07-08 17:39:18
Quantum_Zen	全卓樹	1629	98	"そおいえば守先生の新論文 https://t.co/Syuezqreir、Physical Review Eにもう掲載されますねえ。批評１（表面的的）：おもしろいイイ論文ですよこれ。  ""Voter model on networks and the multivariate beta distribution"" S. Mori, M. Hisakado, and K. Nakayama https://t.co/Cdr8PPKhOv"	2019-07-08 16:51:31
hiroosa	OSAWA, Hirotaka /WoD	1612	919	機械学習における進化計算の影響。ここ2年の成果で、ぜんぶarXivってのが分野のスピードを感じさせる  https://t.co/8bV2gH06C0 https://t.co/Q4SAAUDbt0 https://t.co/j5DpnzHRF7	2019-07-08 14:16:10
komiya_atsushi	KOMIYA Atsushi	1575	125	転置インデックスの圧縮表現に使える新しいアルゴリズムだ。 https://t.co/NKck7I0b8y	2019-07-08 13:45:27
miwamaya_3	Maya3	22	193	https://t.co/15wqcWHxsE ACGAN はクラス間の overap を考慮しないのでクラス数が増えると生成の多様性が損なわれる欠陥がある． ACGAN の構造に新たにもう一つの分類器を追加するアイデアを提案． 追加の分類器は Fake のペアのみで学習し，クラス間のJS-divを最小化することで多様性の劣化を防ぐ． https://t.co/CiV2xolYPj	2019-07-08 13:43:21
ZFPhalanx	phalanx	1489	414	多分これ DDFlow: Learning Optical Flow with Unlabeled Data Distillation https://t.co/ZHajtFHMmm	2019-07-08 12:22:48
jaguring1	小猫遊りょう（たかにゃし・りょう）	2601	191	甘利先生が途中でしてるのは、Jacotたちのこの論文の話だと思う Neural Tangent Kernel: Convergence and Generalization in Neural Networks https://t.co/EDEB1BPkSB	2019-07-08 10:41:28
hrsma2i	ヒ◾️シです。	159	354	衣服の自動折りたたみロボットの目。位置の推定とキーポイントの推定をCNNで同時に学習。 https://t.co/KZcV3kID5G https://t.co/iiQlReJngM	2019-07-08 08:20:51
pasj_jp	日本加速器学会	115	11	KEKの大谷将士さんらの論文がプレプリントサーバで公開されました。 ミュオン加速用のバンチャー空洞について。 https://t.co/RTp8Dtq3O2 #加速器 https://t.co/lU8czgTcig	2019-07-08 06:10:28
hackernewsj	Hacker News記事題日本語翻訳	609	4	構成性における7つのスケッチ：応用カテゴリー理論への招待 https://t.co/QISoDV5LiY	2019-07-08 05:00:08
maomaocyucyu	まおきゅ	592	560	@udoooom @import_godiva 初心者なので間違っていたら恐縮ですが、テスト云々という部分はネタ元のhttps://t.co/71ckU3PHCxが、学習後別に推論を走らせて出力を見るテストをしている関係で出てきた記載でGAN一般の話ではないかもです。ご指摘ありがとうございます！関連する実装は以下です https://t.co/uQVdutPswO	2019-07-08 01:00:41
ssk_nozmi	ssk	30	67	ツイッタで知ったマクスウェルの悪魔の倒し方が載ってるらしい資料 https://t.co/yydXHp375Y	2019-07-08 00:01:01
raven_0717	烏（からす）	105	281	2012年、Physical Review Lettersに『ポニーテールの形状と髪の繊維束の統計物理』というタイトルの論文が発表された。 https://t.co/RhOZctSpeG ポニーテールは量子力学を凌駕し、サイエンステクノロジーを開拓し、もはや人類の英知として存在する。ようするにポニテばんじゃーい ∩(・ω・)∩	2019-07-07 23:59:18
kuto_bopro	きょうへい	67	86	2本目はKaggleでも現在使用しているDCGANの論文。GANの不安定性を解決するためにCNNやバッチ正則化などを用いた例。  潜在変数Zで生成する画像の特徴を変えれるのが面白い。  潜在空間の内部探索の理解がいまいちなのでそれはまた追々。 https://t.co/ZNKWPNCzX9	2019-07-07 22:36:06
KSKSKSKS2	katsugeneration	178	445	誇張した表現の人物画であるカリカチュアを写真から生成するタスクで、Style Transfer的なテクスチャで表現されるスタイルの適用だけでなく、各パーツのジオメトリックな変換も学習により獲得し、任意の特徴を持つカリカチュアのスタイルを画像に適用し変換できる手法を提案 https://t.co/M2d4x9qCQ8	2019-07-07 22:04:39
asakura_nazuna	朝桜なづな	23	23	@Spike23645 DNNも隠れ層のノードが無限のとき、ガウス過程として表現できるようですよ  https://t.co/vzK8iD4ZCC	2019-07-07 22:04:30
candidusflumen	Toshihico　Shiracawa	1503	2015	「Detecting problematic transactions in a consumer-to-consumer e-commerce network」 eコマースのネットワークについて分析した研究のようだ → https://t.co/EMIQbgsC5b	2019-07-07 22:00:36
asakura_nazuna	朝桜なづな	23	23	@Spike23645 Bayesian CycleGANは一応あるみたいです(私の勉強不足で中身は理解できていませんが…)  https://t.co/coN7CCVxdt	2019-07-07 21:04:39
ksasao	ミクミンP/Kazuhiro Sasao	7779	2632	UMAPの論文ながめた。 https://t.co/b8QdAsOLkl 解釈性が重要なときはPCAとかのほうがいいとか、アルゴリズム的に500件以下のデータセットでつかうときは気をつけろとか書いてあってよかった。Pythonで簡単に使える。 https://t.co/ADUJJjF9lt	2019-07-07 18:24:04
rkakamilan	rkakamilan	591	578	Prediction of Small Molecule Kinase Inhibitors for Chemotherapy Using Deep Learning  色々組み合わせも試しましたと言う話 https://t.co/XpOloHNhAI	2019-07-07 17:00:08
tmaehara	™ 🔰	6885	718	アルゴリズム系に出すときは断らず alphabetical にしていて ( https://t.co/G8tbhMQf0Q )，機械学習系に出すときはだいたい contribution 順にしてる．ただし alphabetical order にすることもあって，そういうときは明記してる ( https://t.co/GUAFNtyFIr )	2019-07-07 16:27:23
KSKSKSKS2	katsugeneration	178	445	推論の計算のみで、識別器がどこを見て画像のラベルを識別しているかを判定する Response-Based Visual Explanationのタスクで、CNNの識別精度を低下させず、既存の一般的なモデルや様々なタスクに簡単に応用できるVisual Explanation手法を提案 https://t.co/SmLegmmwfV	2019-07-07 15:05:21
dakuton	Yuji Tokuda	339	217	@azriel1rf ありがとうございます。OODをCIFAR-10,100で優劣つけるのはもう難しく、少し規模大きいもの使う必要あるのかなという印象です。下記論文のほうみてたので追加で読んでみます。 A Simple Unified Framework for Detecting Out-of-Distribution Samples and Adversarial Attacks https://t.co/FdfdGi1fbd	2019-07-07 14:14:08
tentenianbundl2	てん	118	147	観念してFock-Rosly https://t.co/7VEIEnEys6 を眺めるか(読めない)	2019-07-07 14:08:26
Kurahashi16	Taishi Kurahashi	194	43	数日前ですが、新しい論文を arXiv に投稿しました。 神戸大学の岩田君との共著です。 Fixed-point properties for predicate modal logics https://t.co/6a05yBx1Fc  ResearchGate にもおいてあります。 https://t.co/CoE6zKzLMR	2019-07-07 13:45:51
masahiro_sakai	Masahiro Sakai	1794	1333	AI Feynman: a Physics-Inspired Method for Symbolic Regression https://t.co/MV8HnkShrU データからの帰納的プログラム合成で物理法則を見つける話。次元解析やNNを代理モデルに用いての対称性や分割可能性の発見などを通じた単純化に工夫があり、遺伝的アルゴリズムを用いるEureqaよりも優れた性能	2019-07-07 10:46:41
pcneko5	K-neko@秋M3 検討中	279	364	読んでおきたい https://t.co/iiEl1EpibW	2019-07-07 07:08:06
Spike23645	Spike	188	248	@Khronos2106 代数的構造で例をあげるなら、例えば商。群や環を可換群やイデアルで割って分解。  そんな発想に、機械学習でも似たのがある。  CNNっていう深層学習の1種(下画素)は、下みたいに画像の商を作っていく仕組みに見える面がある。  リンクは数学的に深層学習を読み解く論文。 https://t.co/UtXEolkBJa https://t.co/BAaVcch0MK	2019-07-07 03:30:36
hackernewsj	Hacker News記事題日本語翻訳	609	4	C ++ソフトウェアフレームワークのモデルチェック、ケーススタディ https://t.co/fMgwqWjWb1	2019-07-07 02:36:08
Spike23645	Spike	188	248	https://t.co/UtXEolkBJa  なんとなく面白そうな論文を見つけました。  Abstからすると、DLの原理を群論の視点から解説してるみたい。  読んでみよう。  ｢物理学とディープラーニング｣みたいに面白そうな話かも。	2019-07-07 01:47:38
sugar_underkey	さーたー	280	349	内容的にはこれと同じか https://t.co/ZPutfXrgFF  群ζ、ドストライクだ	2019-07-07 00:57:40
kinako_bourbon	きなこかすてら	23	55	重力は斉しく万物に働くが近年、この力はエントロピック力だと解釈する向きがある（2010のhttps://t.co/HwJtbIwt2a論文を見よ。）	2019-07-07 00:57:19
azriel1rf	あずりえる	1380	468	これ写真の識別タスクでAUC1.0なのかと思ったら、乱数から生成された画像セットのOOD検出でTNR at TPR0.95が1.0だった(AUCは0.997💮💯)。  CutMixの論文に出てくるGaussianやUniformの意味はOOD検出の論文に書いてあった。 https://t.co/wQypbEuxKa https://t.co/Ntg8qLhNjY	2019-07-07 00:13:06
taketo1024	さのたけと	6353	248	そろそろこれも読めるかな🙂  [1001.0354] Topological Quantum Information, Khovanov Homology and the Jones Polynomial https://t.co/TQ6aQgnIBW	2019-07-06 23:58:08
kuto_bopro	きょうへい	67	86	1本目はやはりこれ。 Goodfellow氏が2014年に出したGANの論文。  GANの数式的理解を今日初めてしたんだけれど、最適化のところが面白くて、比較的単純な目的関数でGとDが訓練できることに驚いたなぁ。  GANの基本となる部分をざっくりではあるものの理解できたのは進歩。  https://t.co/2lEs8WmT0G	2019-07-06 23:15:28
tov_glowlight	同志ぐろーらいと	175	204	科学用語についてのロ英辞典  https://t.co/XnrkfKEztF	2019-07-06 22:42:53
tonagai	tomo	408	88	中心極限定理の間違った解説が話題ですが、超一般化中心極限定理というのもあったり。レヴィの安定分布が出てくる。 Super Generalized Central Limit Theorem: Limit distributions for sums of non-identical random variables with power-laws https://t.co/fGVBwU0iMC https://t.co/WpTioIznEL	2019-07-06 21:59:16
hrsma2i	ヒ◾️シです。	159	354	各タスクのlossの割合が均等になるように、自動で重みを決める。 https://t.co/aXmxGF5MwH	2019-07-06 21:21:39
ririshida	いっし	189	334	これ完全理解したい Types and Forms of Emergence https://t.co/OXdfZOMje8	2019-07-06 20:15:24
IxtlanJourney	ixtlan journey	48	422	BERTのアテンションが何を見ているのかを解析した論文。依存タイプの判別精度の表を見ると、まだだいぶ改善の余地があることが分かる。 What Does BERT Look At? An Analysis of BERT's Attention https://t.co/Ybt5rIBD6t	2019-07-06 17:44:14
cv2aaa	okayasu	32	51	Personlabらへんからそんなに手法変わってない? https://t.co/udd7VOdRaI #cvsaisentan	2019-07-06 16:26:40
dakuton	Yuji Tokuda	339	217	Data AugmentationでCutoutとMixupのメリットを兼ね備えたCutMixの提案。分類、物体検出タスクでtop-1/top-5 errorに改善がみられた。ROC曲線で100.0(+89.6)とか評価カンストしてる笑 CutMix: Regularization Strategy to Train Strong Classifiers with Localizable Features https://t.co/Q5PloIjz7N	2019-07-06 06:11:02
mosaico	mosaico ioscinaga	569	86	Magnitude2019が終わりました。初めて会う人ばかりでした。前から気になっている数値実験 https://t.co/sMDRIc7Qqw について、Mさんから「あれは測度ではなくて超関数の枠組みでとらえるべきだ」という解釈を聞いて、一気に視界が開ける思いをしました。	2019-07-06 04:41:03
__dingdongbell	ロールパンナちゃん	1127	549	https://t.co/SQ8T6kowp7 なんかよく分からんけど、力学次数は可算くらいしか可能性がないのに超越的なものもあるという話らしい。この可算集合の形が気になってきますね。	2019-07-06 03:57:43
tomonarimitiyam	この先、みてぃなりです	225	262	https://t.co/Po7yxk1EHK このシミュレーションやったという人がいた。世間は狭いのお。 https://t.co/63Oky9nzmf	2019-07-06 03:19:57
fudoumyousan	宮島	191	162	(Google DeepMind) https://t.co/CJzMieRXO2 他者の心を類推し、理解する能力についての「心の理論」に基づいた振る舞いが出来るようなモデルを深層強化学習で実現．	2019-07-06 01:51:36
sammy_suyama	須山敦志 Suyama Atsushi	10049	166	dropoutが使えないなら変分推論を使えばいいじゃない Dropout as a Bayesian Approximation: Representing Model Uncertainty in Deep Learning https://t.co/4qWem9y5PM	2019-07-06 01:42:40
NieA7_3170	加藤恵と幸せな家庭を築きたい	486	208	https://t.co/2Rz76SWZrX まんまこれですが	2019-07-06 01:06:26
shion_honda	Shion Honda	1243	244	Negative Sampling on Link Prediction [Kotnis+, 2018, KBCOM] 知識グラフのlink predictionで負例サンプリングをすると未観測linkを負例としてしまう問題に対して、6種の工夫を複数モデルに適用し比較した。スパースなKGには埋め込みを用いる手法が効く。 https://t.co/r18uU3XnDZ #NowReading https://t.co/xYL0po36gW	2019-07-06 01:04:49
Ryuhei_Mori	Mori	101	50	今さら FOCS の accepted papers から知った。 https://t.co/sGzUBOfMEn	2019-07-06 00:38:26
yoshi_and_aki	Yoshi-aki Shimada	631	832	化学式から超伝導になるかどうかを機械学習で予測すると、人より当たるし、新物資(物質としては知られていたが超伝導になるかどうかは分かって無かった)も見つけられるとな。固体物理の歴史を無視してるというよりかは、「周期表すげー」と読む感じ。 https://t.co/UAW6RXTUg9	2019-07-06 00:10:22
tmasada	Tomonari MASADA	474	67	"""In a Variational Auto-Decoder framework, the approximate posterior distribution is not parameterized by a neural network, but rather using a well-known distribution directly.""…て、それ普通の変分ベイズですけど❓ https://t.co/K8mEss9UVN"	2019-07-05 23:28:32
re_hako_moon	はこつき＠VR	50	57	https://t.co/EWpedQsFtI The Perfect Match: 三次元点群ための学習ベースの特徴量を提案。局所点群をボクセル化したあとに3D CNNで学習する。対応する局所形状同士の特徴量の差が小さく、対応しない局所形状同士の特徴量の差が大きくなるようにロスを定義する。	2019-07-05 23:18:01
noan6251	ホテルバルティック（クローン）@築25年	849	846	これはAnnals of Statisticsの論文でFirst authorはE. Candèsです（論文は別にfollowしてません）． https://t.co/h9zBSkLWsM	2019-07-05 23:16:56
q9ac	將籠林檎 / 𝓓	277	228	ナノ粒子が熱輸送をエンハンスするという話。電磁場のグリーン関数を使った計算。  https://t.co/vwvUGzrIyS	2019-07-05 23:09:36
q9ac	將籠林檎 / 𝓓	277	228	非線形媒質中の電磁場の揺らぎに関して、熱的な寄与を取り扱うのに、時空の揺らぎ→光円錐の揺らぎを考える  https://t.co/vcdkZsmFs0	2019-07-05 23:01:55
math_phys	N(eutral).W(-boson).	1267	340	"https://t.co/Yfm23nLVnx SSBを伴う低エネルギー有効場の理論が、機械学習と関わりあるよ、という主張。gauge理論と時系列モデルが関係していて、損失関数を""gauge不変""にする事で収束を早められる、とか述べられている。詳細は読んでみないと分からない。"	2019-07-05 22:50:51
q9ac	將籠林檎 / 𝓓	277	228	電磁場中のDirac fermionと創発的ゲージ場中の中性fermionが双対な関係になっているらしい  https://t.co/P3CvjLfPcM	2019-07-05 22:46:29
q9ac	將籠林檎 / 𝓓	277	228	量子熱力学のイントロダクション。古典熱力学とその量子論的フォーミュレーションからスタートして、最後には量子情報のプロセッシングの解析を取り扱っている。大学院生向けのテキストらしい。  https://t.co/IMBlulgPNa	2019-07-05 22:40:04
q9ac	將籠林檎 / 𝓓	277	228	超絶縁体っていうのがジョセフソン接合素子のアレイを準備すると実現しうるらしい。超絶縁体相では抵抗が無限大になるらしいです。  https://t.co/E0EH7Y9EJ4	2019-07-05 22:36:25
nebusokuririri	かまたまる	4775	546	これが最新のパブリッシュしたペーパーです。よろしければ引用してください。 https://t.co/iQlpKIXqTn	2019-07-05 22:24:51
q9ac	將籠林檎 / 𝓓	277	228	デターミニスティックな光学系の上を光が伝搬する様子を説明するのにミュラー行列を使って計算する方法があるが、これでは伝搬にかかる位相を取り入れた議論ができない。そのポイントを改善したピュアなオプティクスの論文だなあ  https://t.co/WGPjbHzva3	2019-07-05 22:23:00
q9ac	將籠林檎 / 𝓓	277	228	スクイーズド光があれば超強結合なしで超放射相転移が起こる。  https://t.co/1DVBgQNI36	2019-07-05 22:02:28
q9ac	將籠林檎 / 𝓓	277	228	非慣性系にあるアハロノフボームリング中に閉じ込められたディラック粒子。  複雑だあ(´･ω･｀)  https://t.co/w0qsdDLE2w	2019-07-05 22:00:42
dmbrkp_	ダムブレークP	56	267	某氏が好きそうな話題 https://t.co/ZCQScg1Oza	2019-07-05 20:27:04
guicho271828	(phd '(masataro . asai))	783	782	思いついたら取られてた https://t.co/ajoKTbtx2B	2019-07-05 19:59:37
shiku0304	しく	86	60	ガウス過程みたいに、エルミート行列の逆行列作るのがボトルネックになる系の方法は、量子ビット数が増えていけば、かなり進展しそうな気がします。 https://t.co/rMDwwgfw1O	2019-07-05 19:20:05
powowowbtc	PoW! WoW! WoW! (Mining, Bitcoin, Blockchain)	433	84	2. 半減期を廃止し、難易度調整が閾値を超えた場合に採掘報酬を変動させる 3. 負の利子率を導入して総供給量を減少させる  論文のダウンロードはこちらから https://t.co/OG0jekguSV	2019-07-05 19:19:53
r9y9	山本りゅういち / Ryuichi Yamamoto	835	559	https://t.co/pXjrC83jDA fairseqのpaper出てるの最近まで知らなかったけど、extensibleに設計されてるのが良いよなあ。DeepVoice3の実装したときにコード参考にしたのがもう二年前で、それから大分進化してる。Pytorchベースだしapexでmix precision 学習/推論もサポートしてる。良さみがあるなあ	2019-07-05 18:58:31
Naka_m	nakam	390	444	そういえば、弊研の機械学習論文が出ていた： https://t.co/fes6CCwBr8	2019-07-05 17:12:48
norihitoishida	Norihito Ishida	263	521	Dance Dance Convolution（CNN+conditional LSTMでDDRの自動譜面作成） https://t.co/vSItn8u5rM  DeepXさんの実装 https://t.co/X6WRvvTGM1	2019-07-05 14:49:27
hhhhhhaaaaaa2	h.a.	340	526	Dirac magnons in a honeycomb lattice quantum XY magnet CoTiO3 https://t.co/DXLcOaTGZf Dirac magnonなんてのがあるんか	2019-07-05 14:02:09
udoooom	うどん	1878	1943	Long-Term Feature Banks，今更知ったが発想シンプルで時間特徴をうまい感じに使ってるの凄いなと今更思った  https://t.co/GA7OxgDxmF	2019-07-05 12:25:11
Vengineer	ソースコード解析職人	1667	80	論文は、これみたい。 「Deep Learning Inference in Facebook Data Centers: Characterization, Performance Optimizations and Hardware Implications」 https://t.co/GLpQDxD0Jo https://t.co/gPHmPPWEzW	2019-07-05 11:32:39
masashiotani	マサシ	92	94	落とされたが、とりあえずarxivには出した。 https://t.co/drG5Ce7QoZ	2019-07-05 10:55:59
yu4u	Yusuke Uchida	4463	950	攻めてる / “[1907.02124] Non-structured DNN Weight Pruning Considered Harmful” https://t.co/llPs9QQClG	2019-07-05 10:24:14
hillbig	Daisuke Okanohara	15948	254	様々な形状の点群の生成モデルとしてPointFlowを提案。形状を表す潜在変数を生成し、それから連続正規化フローのダイナミクスを作り、それに基づき事前分布の点群を目的の形状に変化させる。変分法を使った最尤推定で直接学習可能 https://t.co/VxHqZ7zKL7 https://t.co/KffYbQsKPf	2019-07-05 10:02:26
hackernewsj	Hacker News記事題日本語翻訳	609	4	GraphQLへの移行：実用的評価 https://t.co/nrwQkSPqTz	2019-07-05 07:18:33
MasakiTaniguch4	Masaki Taniguchi	21	16	https://t.co/G3dBMgwAHD のCor Dが以前考えたことに似ている… Gromovノルムを使うとは…	2019-07-05 04:47:30
mocobt	mocobt🐈	234	427	なんかHMMってぐらふっぽいしGNNと組み合わせた方法とかあるのかなと調べてみたら，先月発表された手法があった． やっぱ温故知新というか，昔の理論って大事な感じある．  [Qu et al. arXiv 2019] https://t.co/e5BX1rYl9x	2019-07-05 02:38:38
pacifinapacific	ぱしふぃん	270	558	https://t.co/MCFPySL4fO Person Re-identificationでGeneratorによる画像生成と識別を同一ネットワークで扱う仕組みを提案。生成された画像を効果的に用いることで精度向上に寄与(CVPR 2019 oral)	2019-07-05 01:11:31
TomiyaAkio	3刷出ます「ディープラーニングと物理学」 A.Tomiya	1290	505	@astrophys_tan えぇ、それですね https://t.co/FMIPxvKSst  色々と文献読んでて、引いてない奴も多いんですが、説明を聞いた中ではそれが分かり良かった気がします。	2019-07-05 00:21:54
hsntdo	Hoshino Tadao	286	100	やっぱり既にあるようだ https://t.co/kG2sBHooYj	2019-07-04 23:56:35
Lepidoptera2015	あおすじあげはちょう	289	347	https://t.co/Kf1BB6p5IY deepの学習をfrank wolfeベースのアルゴリズムにすることで、stepsizeがclosed formで求まり、パラメータ一つ決めればlrの微調整頑張らなくてよく、SGDと同程度の性能が出るよという主張、ICLR19	2019-07-04 22:23:13
re_hako_moon	はこつき＠VR	50	57	https://t.co/iaNhd5K2Uy 弱教師あり学習による三次元点群のセグメンテーション手法．一貫したセグメンテーション結果となるよう，Consistency Scoreを導入してオンラインで整合するように最適化する．	2019-07-04 20:27:42
mimura8322	Yukihiro MIMURA	42	121	“Hypercharge Quantisation and Fermat's Last Theorem” (https://t.co/XyQxxHlhpu)  / ハイパーチャージがU(1)の既約表現なら、表現の準同型写像が正しく定義されるためには電荷（の比）は有理数である。よって、著者はチャージの量子化の条件をもっと磨くべきである。（ほら日本語ならまだ字数余る）	2019-07-04 19:54:31
enakalle	梅谷 武	419	51	Neural Decipherment via Minimum-Cost Flow: from Ugaritic to Linear B https://t.co/hfoCTLNZLx  ＜言語学はこういうことがやりやすい分野なので、若い方はこの方向を目指すという選択肢も検討すべきかもしれない。	2019-07-04 18:31:45
subarusatosi	中嶋慧	3350	22	“Hypercharge Quantisation and Fermat's Last Theorem” https://t.co/c8qMC1bbD3  ハイパーチャージのパラメーターは5つがあるが、(1)より3つに落ちる。(2)は3パラメーターの3次式となる。 ハイパーチャージの量子化を仮定すると、フェルマーの最終定理(n = 3)より、ハイパーチャージが決まる。 https://t.co/uu5gwGvglK	2019-07-04 18:01:34
jaguring1	小猫遊りょう（たかにゃし・りょう）	2601	191	Hypercharge Quantisation and Fermat's Last Theorem https://t.co/JQG4yiJYMM フェルマーの最終定理が道具として使われた事例。一見すると、あんな役に立たなさそうな定理でさえ、他分野で使われていく。これが数学の面白さの一側面だと思っている。	2019-07-04 17:43:15
KUNImt_Sun	陸〇	277	360	めっちゃ現場感あるやつみつけた 例えばSEMとかで十分条件ベースではパスモデルを作らない場合に識別条件引っかかるときの最後段階的フィルタリングみたいな形ですぐ使えるやつだなこれは https://t.co/jEBoDMj3MI	2019-07-04 17:40:53
benkyouaho	Io NGs	155	181	quark hadron dualityについて https://t.co/fdzO5VC9GC  あとで読む	2019-07-04 14:01:31
TsuguoMogami	mogami290	12	10	DL without Weight Transport: https://t.co/V13lBlig9f やっぱり眠っている間にランダム発火を使って行列から転置行列にweightを転写できるとう話だ。私の１３年前に書いたこれ https://t.co/gc3FgmrwOt と同じアイデア。やられた。	2019-07-04 13:13:10
