user_id	user_name	follower	following	tweet	date
infoseeker18	verbatim	887	"1,952"	期限付助手時代、（古典的な）情報理論の演習を持たされたことがあって、基本的なことを一通り勉強したんだけど、全然面白いと思わなかった。しかし、Wittenの量子情報理論のショートイントロダクションを見てかなり印象が変わった。案外面白い。https://t.co/abDL0EtlwM	2019/6/27 8:13
yu4u	Yusuke Uchida	"4,447"	950	AutoAugmentの物体検出版だよー＾＾ / “[1906.11172] Learning Data Augmentation Strategies for Object Detection” https://t.co/s5CA9SZ8bh	2019/6/27 9:57
ueda_physics	Shu	"1,116"	"1,148"	PBH 由来の 511 keV ガンマ線の観測から PBH がダークマターに占める割合に 1 % 以下の制限がつく https://t.co/PxqWBWR6BD	2019/6/27 10:48
karino2012	karino2@貴族階級	651	81	少し古いがPixelRNNの論文はなかなか示唆に富むな。 https://t.co/FIyaAWE11i	2019/6/27 11:08
esXFdfOJxiGBFLx	人工知能 Deep Learning AI image medical machine learni	858	"1,901"	女子ワールドカップと機械学習に関するarxivです。 過去のデータやFIFAランキングデータから優勝予測を行うものです。 今現在、女子ワールドカップが行われているため読んでみました。 日本が低いのが気になりますね。 https://t.co/8nCfZqPPyK	2019/6/27 11:08
hillbig	Daisuke Okanohara	"15,910"	254	一部しか観測できない環境下（POMDPs）では過去の観測列から現在の状態信念を計算する。この信念からの長期の予測タスクを解くことで時間的に一貫性がある信念が得られ、地図や自己位置も復元可能。この信念を元にした強化学習はデータ効率がよい https://t.co/zbkyaMlSbB https://t.co/HqyL8zkIBQ	2019/6/27 11:30
tonets	大上雅史｜M Ohue	"4,605"	"1,769"	Dror、ディープもやってるのか（って前も言った気も） [1807.01297] Transferrable End-to-End Learning for Protein Interface Prediction https://t.co/0DfbvZJLgx	2019/6/27 12:29
taketo1024	さのたけと	"6,347"	243	@kyow_Q また東京に来られる機会にでも是非??   量子群の表現とも関連があるようで分かりたいと思ってます??こちらの Section6 に概説があります?? https://t.co/YhNH9S4dE1	2019/6/27 12:36
CharStream	カオナシ(T.MATSUMOTO)	349	412	@hyuki 原書の.pdf版ならこちら（https://t.co/NtqT2pmKIH）から無償でダウンロードできますから、英語版は簡単に入手できますよ。 #ベーシック圏論	2019/6/27 13:14
q9ac	將籠林檎 / ??	278	228	Weyl型分散を持つ物質をメカニカルに変形したり非慣性系に乗せたり。曲がった時空の上のワイル粒子のダイナミクスみたいなのを考えるフレームワークらしい。 https://t.co/IUBxUfVk8E	2019/6/27 14:31
q9ac	將籠林檎 / ??	278	228	量子カルノーエンジン。調和ポテンシャル下にある量子系が熱浴とひっついてる設定を考えて、マスター方程式を書き下す→古典的なカルノーサイクルに対応するプロセスを考えて、その中でエネルギーやコヒーレンスがどう消費されていくかを調べてる。 https://t.co/VjK19MdQKf	2019/6/27 14:46
SMBKRHYT	?Hayato Shimabukuro?	923	628	moriwakiさんたちの21cm-OIII cross correlation論文出たんだ。  https://t.co/VGq06l1wfN	2019/6/27 15:47
bbr_bbq	Isao Takaesu	"1,111"	80	FuzzingをMLに応用する研究動向の纏め。 A Review of Machine Learning Applications in Fuzzing https://t.co/hwLPeONvnV	2019/6/27 16:01
bbr_bbq	Isao Takaesu	"1,111"	80	DNNの学習時に使用される勾配から訓練データを復元する手法「Deep Leakage」。訓練データに機微情報が含まれていた場合、情報漏洩となる。 Deep Leakage from Gradients https://t.co/q8zOw4z4OM	2019/6/27 16:11
mjmiyama	観山正道	745	601	昨日の配信でも話題に出た山城くんの論文  https://t.co/00grdqaMhR	2019/6/27 16:29
CQC_0702	緋井悠里	11	13	雷雲の下での地上のガンマ線バーストの観測 https://t.co/azjCIlOXph ちょっと待って。これ完全にシルヴァリオの総統閣下なんだけど。	2019/6/27 17:36
NH_M_	Nm?m	"1,131"	427	"Chigusa, Moroi, Shoji; Bounce Configuration from Gradient Flow https://t.co/7vWyIUpExL グラディエントフロー方程式を用いることで、真空崩壊確率の新しい計算手法を発見した。従来の方法ではパラメータスキャンをしなければならずかなり大変な計算だったが、この新手法ではより単純に計算できる"	2019/6/27 17:52
akihiro_akichan	akihiro_f	122	118	https://t.co/63t23UbL2r  ピザのトッピングを追加・除去できるGAN。両モデルともに対象物の画像とマスクを生成して元画像にかぶせる構造になっている。トッピングをのclassification lossとcycle consictency lossを使用。著者のうちMITはともかく、カタールの大学もピザへの熱い情熱をもっている模様	2019/6/27 19:12
lukasberns	Lukas Berns	367	402	@QFTlover Complex Probability Theory → Quantum Theory https://t.co/ThbBB8JpUr  Quaternionic quantum theory に関しては https://t.co/ghLBeJ8ix8	2019/6/27 20:57
QFTlover	T duality	243	188	@lukasberns なるほど、ありがとうございます。 ちなみにこのことを考えたきっかけはこの論文でした https://t.co/CuPi4BJ0mX	2019/6/27 21:34
qard_t	T-QARD channel	516	0	勾配法ベース https://t.co/lKV8snqXax 勾配フリー https://t.co/RgOimdbFRM https://t.co/bWAgFyrJ9F	2019/6/27 21:47
re_hako_moon	はこつき＠VR	43	49	https://t.co/ZzrPPfEiJ5 三次元形状を二次元平面を集めて再構成する。Latent Spape Representationと単位平面上のサンプル点を入力として、いくつかのMLPがそれぞれ対応する三次元点を出力。三次元表面と二次元平面のマッピングを学習するため、歪みの少ないUVマップの作成などにも使える。	2019/6/27 23:12
QFTlover	T duality	243	188	後で読む。T\barT変形  Moving the CFT into the bulk with $Tbar T$ https://t.co/W9JEwNKY6G	2019/6/28 0:07
shion_honda	Shion Honda	"1,234"	242	"Graphonomy [Gong+, 2019, CVPR] データセットによってクラスの種類や粒度が異なるhuman parsingを統一的に学習する方法を提案。クラスをノード、クラスの隣接・階層関係をエッジとするグラフを考えて、GNNを転移学習した。ラベルを活用することでSOTAを達成。 https://t.co/vddA3j1DmW #NowReading https://t.co/K0pcXpByeX"	2019/6/28 1:04
KBiostats	KingBiostats	22	188	"U統計量(MVU, minimum-variance unbiasedな推定量を考えるときによく出てくる)の集中不等式を沢山網羅。便利。 https://t.co/MDoYcP7O2Z"	2019/6/28 1:16
GenerateTaiyaki	taiyaki	14	0	"DeepView (CVPR2019oral https://t.co/QfzXEBIwke) 複数視点画像からのシーンのmultiplane image (MPI) の生成でSOTA.損失関数に対する勾配を用いてMPIを直接最適化すると収束が遅い上過学習するが,勾配からMPIの更新量を推定するCNNを用いて更新すると過学習せず高速に収束. https://t.co/zSb0nBQG6R https://t.co/BqvSOYMW7p"	2019/6/28 1:39
q9ac	將籠林檎 / ??	278	228	プラズマ振動の輻射緩和を記述するための場の量子化の方法について．有限系も無限系も取り扱っている．ナノ粒子に閉じ込められたプラズマ振動の量子化は実用的にも基礎的にも重要な話だと思うし，いい学位論文な気がするー． https://t.co/hs9nRZjw9o	2019/6/28 4:58
q9ac	將籠林檎 / ??	278	228	アクシオンがある電磁気学からはカシミールフォースが引力だけではなく斥力になる領域が存在することが導かれるらしい。シータ項わからん(´･ω･｀) https://t.co/iI9hvOHg53	2019/6/28 5:47
q9ac	將籠林檎 / ??	278	228	ワイル点を実現するフォトニック構造中では、電磁場の異常分散のお陰で、2つの量子系が長距離相互作用できるようになる。 https://t.co/vLiBNEyibZ	2019/6/28 5:52
doiken_	どいけん	201	214	時代の流れ的にうまくいけば 今の暗号化って量子コンピュータにやられるよね → 量子暗号化しようよ！ → ブロックチェーンやびくない？ → 量子ブロックチェーン みたいな感じの流れで たぶん15年は先になるとは思うんだけど もう論文出てて時代なんだなぁと思ったわけ https://t.co/iQQiIpoYxu	2019/6/28 8:14
K00TSUKA	大塚一輝	671	541	"50KのCOCOの入力画像を部位でセグメンテーションしマーキングを施したDensePose-COCOを出力.GTX1080で240x320画像を20-26フレーム,800x1100を4-5フレームでリアルタイム処理.Deeplab,Mask-RCNNからのアーキテクチャ. -「DensePose: Dense Human Pose Estimation In The Wild」 https://t.co/mlEivOCbBo"	2019/6/28 8:32
MasWag	Masaki Waga	508	628	これ、PPLで可逆計算みたいだって僕とかが言っていた仕事っぽい [1906.11422] Stepping OCaml https://t.co/VQ3gGPjIg7	2019/6/28 10:21
necrophilism	きゃりーねくねく	605	449	熱力学不確定性関係は何度 unify されるんだ？  https://t.co/D8MIRBUXuy	2019/6/28 10:46
tomonoritotani	"戸谷友則 (TOTANI, Tomonori)"	352	0	https://t.co/R33mIkIBEq 謎の高速電波バースト(FRB)、繰り返すものと一回きりのものがあり、これまで母銀河が判明していたのは繰り返すFRBの一例だけでした。今回初めて、一回きりの種族で母銀河が特定されました。しかもその銀河は、繰り返すFRBの母銀河とは全く異なるタイプでした	2019/6/28 12:41
q9ac	將籠林檎 / ??	278	228	物質波(原子)がグラフェンの表面で反射される際の磁気光学効果の影響について。原子はグラフェンとの間にCasimir-Polder forceを感じるが、これの媒介役のグラフェン上の電磁場は外から磁場をかけると磁気光学効果を感じる。これがC-P force、ひいては物質波の反射をモジュる https://t.co/8n4OlPsq72	2019/6/28 12:59
wayama_ryousuke	Ryousuke_Wayama	198	194	これ他のタスクにも応用できそうな気がする。　https://t.co/clh2DmAbIf	2019/6/28 13:09
aki_room	aki_room	"1,301"	489	ingappabilitiesって言うのね  https://t.co/dsjZ2IkBxp A generalized boundary condition applied to Lieb-Schultz-Mattis type ingappabilities Y. Yao and M. Oshikawa	2019/6/28 13:12
32mao	良き隣人	34	70	これマジ?  https://t.co/mP5JO0mnr7	2019/6/28 13:14
ueda_physics	Shu	"1,116"	"1,148"	PBH からの重力波を 3 次まで計算したら LISA とかで見える確率と範囲が大きくなったので PBH DM の可能性を消せるかもしれない https://t.co/DquRDqM4na	2019/6/28 14:51
sir24de3	A.N.	147	175	金属水素の存在を示す論文が公開されている。量子閉じ込めの確認も行なっているようだし、今度は本当かもしれない。 古くから予言されてはいたが、最近の硫化水素の超高圧下における高温超伝導の発見と繋げてみると、現在進行する科学史を感じられる。  https://t.co/xXBE849YYN	2019/6/28 16:38
R_O_R_I_J_O	?ろりじょ?	"1,212"	909	これ面白そう https://t.co/BItvkLAqed	2019/6/28 16:41
qard_t	T-QARD channel	516	0	"今回の岡田さんの発表に関する論文はこちら。  The efficient quantum and simulated annealing of Potts models using a half-hot constraint  Shuntaro Okada, Masayuki Ohzeki, Kazuyuki Tanaka  https://t.co/TVrTaecNwR https://t.co/ThGEDdrDd2"	2019/6/28 17:14
jan_zde	Jan Zdenek丨ズデニェク・ヤン	2	33	ExtremeNet https://t.co/mwNPZQ8KUu CornerNetインスパイアのモデル。Cornerポイントの代わりに四方のextremeポイントと中心点を予測する。予測されたポイントで通常のbboxが決まって、更に全extremeポイント繋げるとマスクっぽいもっと細かいbboxを出力できる。 https://t.co/RZWfGqhyjp	2019/6/28 17:17
re_hako_moon	はこつき＠VR	43	49	https://t.co/NUuhXULTcm 三次元点群のセマンティックセグメンテーションとインスタンスセグメンテーションを同時に行う。点ごとのEmbeddingがインスタンスごとに近くなるように学習し、CRFを使ってセグメンテーション結果をRefineする。大規模な点群に対してWindowを走査させることで対応。	2019/6/28 18:05
life_wont_wait	Q	"2,170"	57	前に出すぎだ！戻れ！と言いたくなるな/Can Neutron-Star Mergers Explain the r-process Enrichment in Globular Clusters? https://t.co/WcfOjV9HtM	2019/6/28 18:47
life_wont_wait	Q	"2,170"	57	そんなことホントにできるのかorできたんだという素直な驚き/A single fast radio burst localized to a massive galaxy at cosmological distance https://t.co/W2ovZa6AUl	2019/6/28 19:04
qard_t	T-QARD channel	516	0	その二例とは  リクルートさんのアイテムリスト最適化 DENSOさんの工場内AGV運行最適化  です！  どちらもT-QARDの共同研究の成果です。数ある応用事例から取り上げられたことを光栄に思います。真にビジネス的価値を生む点が注目を集めています。  https://t.co/E6yvjjCI8N https://t.co/1zb4s8pylF https://t.co/ExaOJmhyoS https://t.co/4jXPRbMrcu	2019/6/28 19:09
cucumislily	jurilynn	116	185	実行時間も比較的速そうで良いな。ソースソードあるのかしら。 https://t.co/XDhK7LUvtJ	2019/6/28 19:27
yjmtsmt	(っ'-')? =????◯本	225	200	https://t.co/YBtuHypFKy Toroidal Diamond Anvil Cell で400 GPa over出したのすごそう	2019/6/28 19:32
daikiyamanaka	daikiyamanaka	325	458	Voxblox++ きましたね https://t.co/76FNl8evru A volumetric object-level semantic mapping framework. https://t.co/60Iq4ypvvV	2019/6/28 20:03
shion_honda	Shion Honda	"1,234"	242	"AtomNet [Wallach+, 2015] 3Dグリッド上に配置したタンパク質と小分子化合物の組に、3D-CNNを適用して活性を予測した。負例サンプリングに工夫があり、正例と記述子(分子量など)は近いが構造が似ていないものを不活性と仮定した。DUDE、ChEMBLなどで評価した。 https://t.co/ewsAVZoU7Z #NowReading https://t.co/RsBCqLebdd"	2019/6/28 20:17
tocom242242	tocom	57	62	【マルチエージェント深層強化学習】Value-Decomposition Networkについて 1706.05296.pdf https://t.co/XW33BEO1Ju	2019/6/28 20:29
esumii	Eijiro Sumii	"3,461"	"1,120"	https://t.co/8SXowpyJiS をよろしくお願いします！（想定お約束陽マ https://t.co/yzlln4vUE3	2019/6/28 21:04
candidusflumen	Toshihico　Shiracawa	"1,501"	"2,013"	「Machine Learning as Statistical Data Assimilation」 機械学習も統計的データ同化も深い所では、統計力学の問題だと主張している文書 → https://t.co/FlqABJJnLp	2019/6/28 21:57
rarara_brahmin	ブラフ	34	86	そしてワイはこいつを実装するんや…（まだよく分かってない）  https://t.co/PFTFfBxkXJ	2019/6/28 22:01
SO880	ドラミギ	"1,319"	"1,302"	https://t.co/4t8rYR79Dc とりあえずφ(..)メモメモ	2019/6/28 22:11
deepchiji	D.C.	5	25	ちょっと前のこの論文にも、ImageNetタスクの精度に反比例して AlexNet &gt; VGG &gt; ResNet の順にテクスチャ耐性が強くなる(物の表面ではなくちゃんと全体的な形まで考慮して判断できるようになる)傾向があると書かれてあり、考えさせられた https://t.co/yViI8QKr7l https://t.co/VwKh7xlBu2	2019/6/29 0:12
Seiki_KOMIYA	Seiki KOMIYA	53	231	そういや機械学習で超伝導体探索するのはT野さんもやってるって言ってたな。これかな。計算はT倉先生にかなり手伝ってもらってるんだろうか。https://t.co/390iEPmD3Y	2019/6/29 1:50
yasu00327	yasu	138	136	結局卒研は https://t.co/oFQhOLxIjY これもじって プリページングに適応させたらどうなるかやってみようと思う	2019/6/29 5:36
ballforest	mat	"3,466"	"4,111"	論文 https://t.co/jV9oSingll	2019/6/29 10:19
shunk031	しゅんけー	"1,701"	667	「Webを学ぶためにはまずSHAKAIとかSEKAIを学ぶ必要があるみたい」と研究室後輩が言ってたので、hardmaruさんのWorld Modelsを進める優しい研究室先輩になってしまった / [1803.10122] World Models https://t.co/DaUEsymFrh	2019/6/29 12:26
691_7758337633	たけのこ赤軍@MSFロス	"1,930"	"1,911"	arXiv に上げたプレプリントです  https://t.co/rYurMkQ4Jk https://t.co/ZzqqNc9lCD	2019/6/29 13:23
grahamian2317	Grahamian@データ分析と機械学習	"1,413"	139	LIME完全に理解したいから読む https://t.co/oUgLUBEWZX	2019/6/29 14:19
fluctuation326	AD	0	8	Concentration sensingにおいてMIMO問題を取り扱った。そこで、最尤推定法において対数尤度のヘッシアン行列の固有スペクトラムの性質が、Vandermonde行列の性質を備えていることを発見した。 https://t.co/a1SUf9524E	2019/6/29 17:53
tonagai	tomo	406	88	パンケーキの最適化論文のarXivはこちら。 Pancake making and surface coating: optimal control of a gravity-driven liquid film https://t.co/5FkDWgvdJc	2019/6/29 18:52
deltam	deltam?????♂???	520	738	"論文中で言及されてたのでTAOCPの4巻だけ衝動買いした。難易度高いとされてる問題を解決したらしい。 ""[1307.2549] Hamiltonicity of the Cayley Digraph on the Symmetric Group Generated by σ = (1 2 ... n) and τ = (1 2)"" https://t.co/aNfQscJeyT"	2019/6/29 20:51
2StagePey	?????♂?じんぺちん	205	148	去年にも最高のピザの焼き方って論文が出たっけwww https://t.co/1GmCRq6dpB https://t.co/Ytxd38erSm	2019/6/29 22:40
kazmuzik	Kaz Muzik	736	996	Transformer-XL https://t.co/KQndN7mVDc によって、BERTを超えたという噂のXLNet https://t.co/zRXG66hZBd のPythonの実装 https://t.co/McKw6O1QJ3 https://t.co/jKse9gORtu	2019/6/29 23:39
daegon137	hsdk bd(炯淳)	"1,368"	"2,625"	最近見た中で一番面白い論文だな。「Magic: The Gathering is Turing Complete」https://t.co/hCIUYqH5X3	2019/6/29 23:53
691_7758337633	たけのこ赤軍@MSFロス	"1,930"	"1,911"	@NegeLon あれ読んでないんですか？？？絶対に読むべきですこの論文はマジで頭おかしい最高  https://t.co/xHWlN6MTEM	2019/6/30 1:28
YamanamiBooks	やまなみ書房	141	152	Phys. Rev. Fluid に掲載された論文はこちら。 https://t.co/KQlDHY9RLy arXivにも上げられています。 https://t.co/S2eCKIVKG6  https://t.co/CCrQSNBaD5	2019/6/30 2:30
amasawa_seiji	ぬん。	"1,027"	467	論文はこちら。 ⇒/[1901.06028] Pancake making and surface coating: optimal control of a gravity-driven liquid film https://t.co/LssnBOJTfp	2019/6/30 2:42
q9ac	將籠林檎 / ??	278	228	ある断熱的な過程を考えたときそれに付随する幾何学的位相というものがあることはよく知られているが、その断熱過程をロスのある過程にしてみるという設定幾何学的位相を複素数にするとうまく説明できるらしい。 https://t.co/YT8yodCxCI	2019/6/30 7:13
q9ac	將籠林檎 / ??	278	228	カシミール効果は、ミラーに挟まれた真空というセットアップで電磁場の揺らぎを考えることで出てくるミラー間の引力相互作用だが、この真空の部分を電解質(液体)に置き換えてみたらどうなる？という試行。非局所応答があったりイオンがあるおかげで縦モードの寄与がでてくる。 https://t.co/IWHVJCuNVt	2019/6/30 7:17
q9ac	將籠林檎 / ??	278	228	量子論における時間の矢の問題。コヒーレント状態のエントロピーが時間とともに増大していくことを示している⇔時間には向きがある https://t.co/pVBTRfK5ha	2019/6/30 7:24
q9ac	將籠林檎 / ??	278	228	時空上に螺旋転位がある系のディラック場とそれを回転させた時の振る舞いの解析。  時空上の螺旋転位(・ω・ )!そんなのあるんだなあ https://t.co/ZvfAQrH4X4	2019/6/30 7:32
q9ac	將籠林檎 / ??	278	228	半無限のバルクに詰まったディラック場と電磁場の相互作用。トポロジカル物質と電磁場の相互作用の解析にお役立ちらしい。 https://t.co/T1SiAKct18	2019/6/30 7:37
q9ac	將籠林檎 / ??	278	228	二枚のグラフェンがカーボンナノチューブで繋がってる「ワームホール」みたいな不思議な物質を考えている。ワームホールがあるとランダウ量子化みたいなことが起こるらしい。 https://t.co/Yzfj0MDNgb	2019/6/30 7:58
TsuguoMogami	mogami290	12	10	置換対称性のある集合を出力とするNNをどう作るかは前々から問題だった。 https://t.co/y4OeDu7jpM を私の言葉でぶっちゃければ、多対1で自然に表現できる集合→内部表現の逆関数として、1対多の関数を定義すれば集合を出力できるということ。境界に現れる不連続と置換対称性はソルバに押し付ける。	2019/6/30 11:31
toshiki_recruit	たかはしとしき@リクルート	200	390	お https://t.co/I88upzMK6f	2019/6/30 12:19
u_vi58	まむ	609	349	一方で、もしブラックボックス関数の入力空間が1次元ならば、ICML2018にhttps://t.co/WwyfgI6tWsが出ていて、タイトなcumulative regret boundを達成するアルゴリズムが得られていることが分かって面白い。	2019/6/30 12:22
subarusatosi	中嶋慧	"3,333"	23	量子開放系のBerry位相に興味がある人は、私のD論 https://t.co/OYjL51WnSg や https://t.co/SYFiIZQKwl が面白いと感じるかも知れません。	2019/6/30 12:45
yu4u	Yusuke Uchida	"4,447"	950	同じようにNASを4 hoursでできると言っているこの論文、4 hoursとは言ったがGPU hoursとは言っていない（TPUv2）のが利根川っぽくて良い / Single-Path NAS: Designing Hardware-Efficient ConvNets in less than 4 Hours https://t.co/vBBADsvHB0 #cvsaisentan	2019/6/30 14:50
